,单价,地址,小区,年份,总价,户型,朝向,标题,楼层,面积
4672,16329,鲁巷-雄楚大道958号,创客广场,2018年建,57.61,1室1厅,南向,光谷小户型住宅出售精装出售价格优惠无任何用,高层（共32层）,35.28
4673,26027,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,140.0,1室1厅,南北向,"学·位房,万科城市花园,满五唯·一住房,精装小户型,上·学首",中层（共11层）,53.79
4674,21020,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2017年建,206.0,2室2厅,南向,光谷软件园 南湖大道正荣紫雀台清江山水旁融科天域精装两房出售,高层（共32层）,98.0
4675,12681,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城左岸,2015年建,175.0,4室2厅,南北向,碧桂园生态城左岸 精装修 拎包入住 通透三房,低层（共18层）,138.0
4676,15169,光谷东-光谷七路(神墩二路以南、高新二路以北),桃花源,2014年建,135.0,2室2厅,南向,光谷东 桃花源小区 两室精装 房东诚意出售 135万,低层（共18层）,89.0
4677,17978,金融港-康魅路1号(高新四路谷尚居与魅力之城之间),金地艺境,2014年建,160.0,2室2厅,南向,光谷 十五小 地铁二号线 金地艺境 精装自无 税两房,中层（共30层）,89.0
4678,21771,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2017年建,240.0,3室2厅,南北向,关山大道融科天域 南北通透采光好 双 看中可谈 随时看房,低层（共38层）,110.24
4679,20227,关山-东湖开发区光谷软件园三路10号,清江山水,2013年建,178.0,2室2厅,南向,关山光谷 清江山水 精装全南户型两房 送家具家电 两证两年,低层（共25层）,88.0
4680,17431,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2014年建,190.0,3室2厅,南向,光谷东神盘光谷之星 毛坯三房 中间楼层 房东急售 随时看房,高层（共32层）,109.0
4681,14205,金融港-高新四路以南、光谷一路以东(联想产业基地对面,旭辉御府,2015年建,125.0,3室2厅,南北向,旭辉御府 金融港 传媒学院 精装修 联想,低层（共34层）,88.0
4682,15256,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2015年建,119.0,2室2厅,南向,真实 小区di单价采光很好户型方正刚需随时看,低层（共10层）,78.0
4683,18447,金融港-光谷一路与高新六路交汇处(2号线南延长线佛祖,当代国际城,2016年建,190.0,3室2厅,南向,"当代国际城,小高层,一梯两房,清水毛坯,南北通透2个卫生间",中层（共11层）,103.0
4684,15909,光谷-民院路568号,美庐郡园,2005年建,140.0,3室2厅,南北向,美庐郡园88平正规3房140万光谷随时看房。,中层（共6层）,88.0
4685,24605,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2014年建,210.0,2室2厅,南向,万科城花�Z苑高楼层视野开阔房本满两年保养良好,中层（共34层）,85.35
4686,16212,光谷东-光谷四路省奥体中心东侧800m(高新四路与光,绿地国际理想城,2018年建,220.0,3室2厅,南北向,绿地国际理想城 小高层 送150平大花园,低层（共11层）,135.7
4687,13299,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城,2015年建,129.0,3室2厅,东南向,"精装现房,拎包住,新房未住人,碧桂园生态城!通透双阳台大三房",中层（共28层）,97.0
4688,18304,民族大道-民族大道与庙山中路交汇处以西1公里(湿地公园,天祥尚府,2015年建,205.0,3室2厅,南北向,房东急卖汤逊湖 三房两卫 南北通透 有钥匙 随时看,高层（共34层）,112.0
4689,13684,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城,2016年建,182.0,3室2厅,南北向,花山碧桂园生态城山湖间 样板间装修 中间楼层 户型方正视野良好,高层（共15层）,133.0
4690,19792,光谷-高新大道与教育中路交汇处(光谷九小旁),国创光谷上城,2017年建,190.0,3室2厅,南向,国创光谷上城 地铁11号线300米 3房2厅 190万,低层（共33层）,96.0
4691,20952,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2017年建,88.0,1室1厅,南向,"光谷步行街旁,小户型毛坯住宅,70年产权,准现房即买即住。",中层（共32层）,42.0
4692,18605,民族大道-民族大道与汤逊湖北路交汇处以西200米(华师,中冶南方韵湖首府,2014年建,400.0,6室2厅,南北向,每个小区都会有一栋楼中一层一户私密性强可做7房,高层（共33层）,215.0
4693,18734,金融港-高新六路15号(武汉大学人民医院旁),平安光谷春天,2015年建,148.0,2室2厅,南北向,"地铁口 未用!平安光谷春天豪装两房,无税,首付50万拿下",高层（共33层）,79.0
4694,16429,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2015年建,115.0,2室2厅,南向,光谷东十七小旁朗诗里程115万毛坯大两房业主急售,低层（共32层）,70.0
4695,24609,光谷-关山大道332号(新竹路与关山大道交汇处),保利时代,2018年建,315.0,3室2厅,南北向,业主诚心急售+光谷核心地标+保利时代专盘+128平3房2卫,低层（共34层）,128.0
4696,17550,关山-关山大道589-590号,中建康城,2014年建,152.0,2室2厅,南向,"光谷软件园,沃尔玛,万科城花�Z苑旁中建康城两房,带急售!",高层（共18层）,86.61
4697,17000,光谷东-光谷三路与高新三路交汇处(奥体中心东侧500,光谷澎湃城奥山府,2013年建,200.6,3室2厅,南向,新楼盘光谷澎湃城奥山府均价约17000元/�O 无任何中介费用,高层（共1层）,118.0
4698,14306,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2016年建,103.0,2室2厅,南北向,宝业光谷丽都 清水毛坯 业主诚心急售 错过了在等半年,中层（共32层）,72.0
4699,25843,关山-关山大道和南湖大道交汇处(光谷创意大厦与光谷,联想江城雅居,2017年建,460.0,5室2厅,南北向,江城雅居O稀有面积O五室纯毛坯O真/实出售!,中层（共32层）,178.0
4700,14947,民族大道-光谷民族大道888号,锦绣龙城,2009年建,142.0,3室2厅,南北向,三房户型 满二无税 婚房精装三房 首付四十万搞下家具家电,高层（共32层）,95.0
4701,20000,光谷-创业街与光谷一路交汇处(创业街大秦村站),新世界恒大华府,2014年建,190.0,2室2厅,南北向,新恒大华府 高层 精装修大两房满二 诚心出售,高层（共30层）,95.0
4702,24038,关山-雄楚大街与关山大道交汇处向东200米处(原长,长航蓝晶国际,2015年建,250.0,3室2厅,南北向,真信息 长航蓝晶国际 南北通透精装三房 两证无税,中层（共32层）,104.0
4703,16456,光谷东-高新二路与大吕路交汇处(省奥体中心旁),北辰优+,2016年建,169.0,3室2厅,南北向,!光谷169万元好小区!的房子!,低层（共33层）,102.7
4704,15190,光谷-荷叶山路与关东园五路交汇处(荷叶山社区对面),蓝光COCO时代,2016年建,120.0,2室2厅,南北向,稀有好房 满二年 蓝光coco时代 精装修两室两厅 中间楼层,中层（共26层）,79.0
4705,24133,光谷-雄楚大道1008号(关山中学旁),万科锦程,2014年建,265.0,3室2厅,南北向,万科锦程精装109.81平3房只要265万出售!,中层（共34层）,109.81
4706,16092,民族大道-民族大道水蓝路(锦绣龙城旁),光谷自由城,2015年建,140.0,3室2厅,南北向,华师一汤逊湖 光谷自由城精装婚房 小区急售,中层（共34层）,87.0
4707,20904,关山-关山大道与南湖大道交汇处(光谷创意大厦旁),融科天域,2014年建,185.0,2室2厅,南向,关山大道软件园融科天域两房中层采光好房东急售看房有钥匙,中层（共32层）,88.5
4708,15273,光谷东-珊瑚北路与九峰二路交汇处(新能源研究院北侧),北大资源山水年华,2017年建,135.0,2室2厅,南向,真实好楼层! 急卖! 地铁口 山水年华 毛坯小三房 有钥匙,高层（共28层）,88.39
4709,16260,关山-万科城市花园对面,关南后山小区,1999年建,200.0,3室2厅,南北向,三环内关山大道 商·圈·学·区·房 关南后山123平精装三房均价1,低层（共6层）,123.0
4710,17045,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2016年建,150.0,3室2厅,南北向,"精装修满庭春三房,满二年 中间楼层 诚意在售 有钥匙",高层（共34层）,88.0
4711,16667,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2016年建,220.0,3室2厅,南北向,抄底价 中建光谷之星 132户型中间楼层 勿失良机 错过后,低层（共33层）,132.0
4712,17073,民族大道-民族大道318号,丽岛美生,2015年建,210.0,4室2厅,南北向,民族大道 华师一旁 丽岛美生精装四房急售 单价不到一万八,低层（共18层）,123.0
4713,13889,光谷东-东湖高新光谷三路,烽云慧城,2016年建,125.0,3室2厅,南北向,光谷东 125万刚需三房 生物城绿地理想城旁 烽云慧城 毛坯,高层（共26层）,90.0
4714,15566,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2016年建,165.0,3室2厅,南北向,满二高新二路光谷满庭春毛坯大三房小高层带地暖地铁19号线生物城,中层（共11层）,106.0
4715,24061,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2015年建,178.0,2室2厅,东南向,万科城花�Z苑 精装两房 中高楼层 采光好 不临路,高层（共34层）,73.98
4716,17476,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2016年建,180.0,3室2厅,南北向,和昌关谷未来城+精装三房+南北通透+低价+发展空间,中层（共36层）,103.0
4717,16373,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2016年建,145.0,3室2厅,南北向,光谷满庭春小高层集中供暖 88平小三房 公摊小带院子,低层（共11层）,88.56
4718,19629,关山-光谷一路与湖口一路交汇处(光谷火车站东侧),统建天成美景,2016年建,180.0,3室2厅,南向,"92平156万统建天成美景毛坯小三房满两年,看房有钥匙",中层（共33层）,91.7
4719,6346,光谷东-东湖高新区光谷四路森林大道交汇处,九峰景源里,2014年建,66.0,3室2厅,南北向,新上光谷九峰森林幸福湾年底交房均价6200带电梯还建房,中层（共9层）,104.0
4720,17722,金融港-高新六路15号(武汉大学人民医院旁),平安光谷春天,2015年建,140.0,2室2厅,南北向,首付40万 地铁口 平安光谷春天 精装两房 满2 拎包即住,高层（共33层）,79.0
4721,17460,民族大道-光谷民族大道888号,锦绣龙城,2009年建,220.0,3室2厅,南北向,民族大道 财大旁 锦绣龙城 豪装三房 诚心出售 满二无税 随时看房,中层（共32层）,126.0
4722,18205,关山-东湖开发区光谷软件园三路10号,清江山水,2014年建,142.0,2室2厅,南北向,关山大道 清江山水 软件园 婚房装修2房 满2赠送8个平方,中层（共17层）,78.0
4723,15770,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2014年建,170.0,3室2厅,南向,朗诗里程真实在卖的通透毛坯大三房,中层（共18层）,107.8
4724,15988,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2018年建,171.54,3室2厅,南向,光谷高新二路三环内地铁口精装大三房住宅出售 装修可贷款总价低,中层（共33层）,107.29
4725,16667,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,130.0,2室2厅,南北向,"光谷关山软件园名湖豪庭一线湖景两证满二,看房随时",中层（共24层）,78.0
4726,17424,光谷东-高新大道与光谷六路交汇处(东湖高新管委会东侧,中建光谷之星,2016年建,230.0,3室2厅,南北向,中建光谷之新 就此一套 230拿回家 不要微聊直接电话,中层（共33层）,132.0
4727,15169,民族大道-光谷民族大道888号,锦绣龙城,2009年建,179.0,3室2厅,东南向,"锦绣龙城急降20万,南北通透大三房,房东急售,有钥匙",中层（共6层）,118.0
4728,16136,关山-高新二路128号,佳源花都二期,2010年建,142.0,2室2厅,南北向,三环内 光谷高新二路二师旁 佳源华都无税电梯两房 精装送家电,高层（共11层）,88.0
4729,15949,金融港-高新四路以南、光谷一路以东(联想产业基地对面,旭辉御府,2016年建,126.0,2室2厅,南北向,东湖高新旭辉御府精装修两房 联想业主诚意急售,高层（共30层）,79.0
4730,13836,光谷东-花山生态新城花城大道1号(严西湖大桥下桥处),联投花山郡,2014年建,165.0,3室2厅,南向,"联投花山郡,一手新房,盘前盘后都可以搞,无视资料!",低层（共9层）,119.25
4731,19231,民族大道-民族大道水蓝路(锦绣龙城旁),光谷自由城,2013年建,125.0,3室2厅,南北向,关山清江山水旁光谷自由城精装小两居 产证满二中间楼 随时看,中层（共32层）,65.0
4732,13721,光谷-SBI创业街关山派出所旁,亿德光谷先锋,2018年建,59.0,1室1厅,南北向,"2环,双地铁,全景落地窗,光谷世界城旁,商圈成熟,售楼部直售",中层（共30层）,43.0
4733,22247,金融港-东湖新技术开发区大学园路1号,万科红郡,2012年建,198.0,3室2厅,南北向,"万科红郡小三房,对比一下你一定会回来找我的。满二.未用",低层（共32层）,89.0
4734,13806,光谷-东湖新技术开发区东信路,光谷创业街,2005年建,185.0,3室2厅,西南向,",房型正气,高装三房,可拎包入住",中层（共11层）,134.0
4735,11333,民族大道-东湖新技术开发区汤逊湖畔(距离汤逊湖旅游度假,汤逊湖山庄,2008年建,85.0,2室2厅,南北向,汤逊湖山庄 稀有毛坯两房 证满无税 首付20万 诚心出售,中层（共11层）,75.0
4736,13603,光谷东-东湖高新光谷三路,烽云慧城,2017年建,128.0,3室2厅,南向,光谷东中心城理想城旁烽云慧城中高层毛坯三房房东急售首付38万,中层（共30层）,94.1
4737,13846,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2015年建,180.0,3室2厅,南北向,汤逊湖旁 名湖豪庭 南北通透正规三房 满两年,中层（共30层）,130.0
4738,17961,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2020年建,185.0,3室2厅,南北向,"和昌光谷未来城,品质楼盘,103平精装三房,欲购从速先到先得",高层（共32层）,103.0
4739,14157,光谷东-高新二路省奥体中心东侧500米(奥体中心旁),光谷满庭春MOMΛ,2014年建,110.0,2室2厅,南向,光谷满庭春毛坯两房 低总价 11号线地铁口 看房方便业主诚售,中层（共11层）,77.7
4740,17290,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2017年建,185.0,3室2厅,南北向,"韵湖公园梧桐苑,精装三房,南北通透,中高层,家具家电齐全",高层（共32层）,107.0
4741,15568,民族大道-光谷民族大道888号,锦绣龙城,2009年建,137.0,2室2厅,南向,锦绣龙城 精装朝南大两房 产证满两年 即买即住,中层（共32层）,88.0
4742,15000,民族大道-民族大道318号,丽岛美生,2015年建,102.0,2室2厅,南向,锦绣龙城 丽岛美生 精装两房 满二无税 房东自住换房急售,中层（共23层）,68.0
4743,18462,民族大道-天际路与庙山中路交汇处(华师一附中以西600,名湖豪庭,2016年建,216.0,3室2厅,南北向,"名湖豪庭豪装装3房,户型方正,证两年,视野开阔,有钥匙可看",低层（共32层）,117.0
4744,16051,光谷东-高新二路与大吕路交汇处(省奥体中心旁),优+国际青年互动特区,2017年建,152.0,3室2厅,东南向,"异地购房急售 只卖一周 光谷东生物城旁北辰优加三房,有轨电车",高层（共26层）,94.7
4745,25031,关山-东湖开发区关山一路369号,金地太阳城,2004年建,225.0,3室2厅,南北向,新上 金地太阳城 大3房 满2年 送露台,低层（共7层）,89.89
4746,14000,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城左岸,2015年建,133.0,3室2厅,南向,光谷东碧桂园左岸急售带家电家具,低层（共28层）,95.0
4747,17467,关山-光谷一路与湖口一路交汇处(光谷火车站东侧),统建天成美景,2016年建,160.0,3室2厅,南向,双地铁口。光谷一路天成美雅旁 统建天成美景南北通透三房,高层（共31层）,91.6
4748,18876,金融港-高新六路15号(武汉大学人民医院旁),平安光谷春天,2015年建,168.0,3室2厅,南北向,新上房源 当代国际城旁平安光谷春天精装小三房 楼层好 急卖,中层（共26层）,89.0
4749,17249,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2017年建,155.0,3室2厅,南北向,光谷东 未来科技城 华为基地 朗诗里程豪装3房1卫出售,高层（共26层）,89.86
4750,17897,金融港-康魅路1号(高新四路谷尚居与魅力之城之间),金地艺境,2015年建,200.0,3室2厅,南北向,金地艺境大三房 南北通透双阳台 业主置换诚心出售,低层（共32层）,111.75
4751,23563,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,205.0,2室2厅,南北向,万科城市花园上西区大两房 中间楼层 仅需205万 机会房,中层（共9层）,87.0
4752,17476,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2018年建,180.0,3室2厅,南向,东湖高新区 光谷合昌未来城 三期新房 双地铁口 交通方便,中层（共33层）,103.0
4753,17480,民族大道-龙城路与天际路交汇处(锦绣龙城旁),光谷地产梅花坞,2016年建,215.0,3室2厅,南向,锦绣龙城旁 满二无税 光谷五小 精装修大三房 随时看,中层（共33层）,123.0
4754,18571,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2015年建,130.0,2室2厅,南向,朗诗里程 居家精装 证满两年 采光视野好,高层（共17层）,70.0
4755,25641,关山-东湖开发区关山一路369号,金地太阳城,2004年建,180.0,2室1厅,南北向,光谷关山大道电梯复试金地太阳城,高层（共11层）,70.2
4756,17614,民族大道-大学园路37号(庙山经济开发区汤逊湖旁),清风别墅住宅区,2008年建,310.0,5室3厅,南北向,清风别墅清水毛坯 满二无税 诚心出售 看房可以直接联系我,低层（共4层）,176.0
4757,21310,关山-光谷步行街关山大道口,世界城香榭丽舍,2014年建,179.0,3室2厅,南北向,"新盘二房三房精装都有,专车接送看房找我拿团购优惠,无任何费",低层（共32层）,84.0
4758,25970,关山-东湖新技术开发区关山大道399号(金地太阳城,关山春晓,2005年建,348.0,3室2厅,南北向,关山春晓精装三房随时看房,低层（共10层）,134.0
4759,14318,民族大道-光谷民族大道888号,锦绣龙城,2009年建,126.0,2室2厅,南北向,首付40万住清江山水旁 锦绣龙城 婚房装修 满2年 房东急售,低层（共18层）,88.0
4760,22903,关山-东湖开发区光谷软件园三路10号,清江山水,2010年建,142.0,2室2厅,南北向,清江山水62平米 户型 南北通透 厨房带入户花园 假一罚十,中层（共11层）,62.0
4761,14292,光谷东-东湖高新光谷三路,烽云慧城,2016年建,127.0,2室2厅,南北向,"毛坯房,户型好,南北通透,楼层好",低层（共30层）,88.86
4762,23401,光谷-关山大道与雄楚大道交汇处向东400米(保利花,保利茉莉公馆,2015年建,169.0,2室2厅,南向,满二 关山光谷保利茉莉公馆 精装两房中间楼层 配套全位置佳,低层（共34层）,72.22
4763,16952,"民族大道-华师一附中西侧,汤逊湖北路与保利北路交汇处",光谷地产湾郡,2011年建,178.0,3室2厅,南北向,小区带公立幼稚园汤逊湖小区绿化40%车位多,中层（共14层）,105.0
4764,20300,关山-东湖开发区光谷软件园三路10号,清江山水,2019年建,149.0,2室2厅,南向,满二 满二 精装2房 装修保养好 直接拎包入住 产权清晰,中层（共32层）,73.4
4765,18560,光谷-东湖新技术开发区雄楚大道908号,金地中心城,2008年建,165.0,2室2厅,南向,真实低于市场价 便宜两房 很方正 中间楼层 满2年 真实在售,高层（共32层）,88.9
4766,15603,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2015年建,220.0,3室2厅,南北向,光谷关山天祥尚府 附近光谷丽都 全视野看湖 一梯一户,中层（共33层）,141.0
4767,16809,民族大道-光谷民族大道888号,锦绣龙城,2011年建,128.0,2室2厅,南北向,首付加后期仅需38万 精装两房满五年 您还在犹豫什么 随时看房,中层（共32层）,76.15
4768,19221,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2015年建,148.0,2室2厅,南向,"华师一枫叶国际,汤逊湖北路专盘经纪人解轩为您排忧解难",低层（共18层）,77.0
4769,12617,光谷-东湖新技术开发区东信路,光谷创业街,2003年建,135.0,2室1厅,南向,推荐:关山大道 光谷创业街 107�O复试单价才12600 可以,高层（共27层）,107.0
4770,22442,关山-东湖开发区光谷软件园三路10号,清江山水,2011年建,125.0,2室1厅,北向,光谷软件园 清江山水 精装两房 中间位置 明厨明卫 诚心出售,中层（共25层）,55.7
4771,13527,光谷东-花城大道9号(软件新城公交站旁),亿达云山湖,2016年建,107.0,2室2厅,南北向,光谷东 花山亿达云山湖 毛坯两房 中间楼层 诚心出售看房方便,中层（共15层）,79.1
4772,16667,民族大道-民族大道与汤逊湖北路交汇处(华师一附中旁),中国铁建梧桐苑,2017年建,200.0,3室2厅,南北向,年轻不留遗憾 现在的努力都是为以后资 给老婆依靠,低层（共32层）,120.0
4773,16168,光谷东-光谷四路省奥体中心东侧800m(高新四路与光,绿地国际理想城,2018年建,216.0,4室2厅,南北向,绿地国际理想城 大四房 毛坯 南北通透 采光好 随时看,高层（共34层）,133.6
4774,22047,关山-东湖开发区光谷软件园三路10号,清江山水,2020年建,280.0,3室2厅,南北向,光谷 关山 软件园 清江山水 精装3房 南北通透 随时看房 无税,中层（共11层）,127.0
4775,20753,关山-关山大道与关南园路路口东行200米(光谷六小,万科城花�Z苑,2015年建,193.0,3室2厅,南向,"万科城花�Z苑 精装修三房, 中高层 采光无遮挡 诚卖",高层（共33层）,93.0
4776,18793,光谷-东湖新技术开发区雄楚大道908号,金地中心城,2010年建,165.0,2室2厅,南向,光谷 中南民大旁 金地中心城 精装两房 中高楼层 不遮挡,高层（共33层）,87.8
4777,23868,关山-光谷软件园三路10号,清江山水二期,2012年建,253.0,4室2厅,南北向,急售满五豪华装 赠送12平方大四房清江山水不临铁路有钥匙,中层（共25层）,106.0
4778,17261,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2018年建,155.0,3室2厅,南北向,朗诗里程 3室2厅 89平,高层（共27层）,89.8
4779,15192,光谷东-高新四路与佛祖岭二路交汇处,当代云谷,2017年建,158.0,3室2厅,南北向,光谷金融港 永旺旁 首付只要56万 当代云谷 带精装 免后期任费用,中层（共30层）,104.0
4780,27007,金融港-东湖新技术开发区大学园路1号,万科红郡,2013年建,370.0,4室2厅,南北向,"光谷万科四房两卫,婚房精装,产证满五",高层（共18层）,137.0
4781,13585,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城,2016年建,180.0,3室2厅,南北向,碧德佑张金秋专盘真.房源 碧桂园山湖间三房两卫产证满两年急售,中层（共16层）,132.5
4782,21028,金融港-光谷大道120号(紧邻光谷金融港),现代森林小镇,2013年建,225.0,4室2厅,南北向,"地铁口重,森林小镇精装三房,采光好,证满勉税,",高层（共18层）,107.0
4783,24359,关山-光谷步行街关山大道口,世界城香榭丽舍,2017年建,190.0,2室2厅,南北向,光谷广场世界城香榭丽舍 精装修地铁口 开发商直售 直接认购!,高层（共31层）,78.0
4784,19342,光谷-高新大道与教育中路交汇处(光谷九小旁),国创光谷上城,2017年建,147.0,2室2厅,南向,国创光谷上城 高层观景 随时看 户型好 出行便利 旁 诚售,高层（共33层）,76.0
4785,19942,光谷-光谷一路与荷叶山路交汇处(光谷八小对面),万科嘉园光谷的光,2016年建,180.0,3室2厅,南北向,"光谷八小旁,万科嘉园,精装小三房,中高楼层,小区,有钥匙",低层（共34层）,90.26
4786,21761,光谷-关山大道与纺织路路口西行100米(武汉职业技,金地格林东郡,2017年建,215.0,3室2厅,南向,关山大道 保利时代旁 金地格林东郡 精装三房 单价不到2.2万 急售,低层（共32层）,98.8
4787,17308,关山-万科城市花园对面,中建三局三公司住宅小区,1999年建,135.0,3室1厅,南向,2证无税 南北通透 价格可谈 2证无税 中间楼层 价格可谈,中层（共7层）,78.0
4788,17788,光谷东-珊瑚北路与九峰二路交汇处(新能源研究院北侧),北大资源山水年华,2014年建,185.0,3室1厅,南北向,"光谷东未来科技城山水年华清水毛坯,无税,南北通透,近地铁",中层（共7层）,104.0
4789,15289,光谷东-高新二路与大吕路交汇处(省奥体中心旁),北辰优+,2016年建,185.0,3室2厅,南北向,专盘 光谷东 北辰当代优 通透三房两卫 低于市场价 速秒!,中层（共33层）,121.0
4790,18710,鲁巷-雄楚大道958号,创客广场,2018年建,58.0,1室1厅,西北向,"光谷步行街精装小户型,首付10万,包租月租金两千二,随时看房",高层（共28层）,31.0
4791,22928,金融港-东湖新技术开发区大学园路1号,万科城市花园,2007年建,213.0,2室2厅,南北向,上2小 93平米大两房 三楼 南北向 满二 不临三环 急售,中层（共6层）,92.9
4792,19553,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2016年建,275.0,3室2厅,南北向,民族大道 宝业光谷丽都 满二无税 五十万精装 送家私 急售,高层（共32层）,140.64
4793,18173,关山-东湖开发区光谷软件园三路10号,清江山水,2012年建,189.0,2室2厅,南向,单价1.8万 光谷软件园 清江山水 精装两房 送家具家电 免,低层（共25层）,104.0
4794,17253,民族大道-光谷民族大道888号,锦绣龙城,2009年建,157.0,3室2厅,南北向,"锦绣龙城F区精装三房,送全房家电,两房即可买三房,随时看",中层（共32层）,91.0
4795,19524,关山-雄楚大道与珞新路交汇处(距光谷步行街约150,光谷汇景,2018年建,82.0,1室1厅,南向,光谷中心 25万首付 住宅现房认购 光谷关山繁华地段,高层（共32层）,42.0
4796,15260,民族大道-光谷民族大道888号,锦绣龙城,2011年建,115.0,2室2厅,南北向,女生节优惠房 两居室房东二胎 换房家具家电全送 首付加后期30,高层（共32层）,75.36
4797,14039,民族大道-光谷民族大道888号,锦绣龙城,2009年建,122.0,2室2厅,东南向,软件园附近锦绣龙城 精装修大两房 阳台 通透性好拎包入住,高层（共33层）,86.9
4798,22955,金融港-光谷大道与三环线交汇处(光谷金融港正对面),当代国际花园铂公馆,2015年建,218.0,2室2厅,南北向,当代国际花园+精装+2室+中间楼层+采光好,高层（共30层）,94.97
4799,17561,关山-高新二路和光谷一路交汇处,和昌光谷未来城,2015年建,180.0,3室2厅,南向,光谷核心区域品质开发商 商圈环绕3维交通出行方便,中层（共33层）,102.5
4800,15893,光谷-光谷街3号,世界城尚都,2006年建,90.0,1室1厅,北向,光谷步行街 世界城尚都 正规一室一厅 满二56.63平90万,低层（共30层）,56.63
4801,22892,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2010年建,190.0,3室2厅,南北向,满两年 采光 近地铁 有轨电车 独立自住装修三房83平190万,高层（共24层）,83.0
4802,18313,金融港-东湖高新开发区光谷高新四路1号,万科魅力之城,2012年建,152.0,2室2厅,南北向,万科63+20平大两房 地铁口 十五小 满二 总价152万,低层（共26层）,83.0
4803,16829,光谷东-高新大道光谷六路与神墩二路交汇处(中国十五冶,朗诗里程,2010年建,152.0,3室2厅,南北向,光谷东 朗诗里程 南北通透 毛坯三房 地铁口 随时看,中层（共27层）,90.32
4804,14130,光谷东-花山生态新城严西湖大桥东侧桥头(花城大道与花,碧桂园生态城左岸,2015年建,195.0,4室2厅,南北向,碧桂园生态城左岸 精装四房两卫 南北通透双阳台 随时可看,中层（共32层）,138.0
4805,16852,民族大道-龙城路与天际路交汇处,宝业光谷丽都,2016年建,182.0,3室2厅,南北向,"真独房家源宝业丽都一套103平豪华装修3房,照片就是笨房间的",中层（共33层）,108.0
4806,19480,光谷-康泰路与荣院路交汇处(柳林雅居对面),金地天悦,2017年建,260.0,3室2厅,南向,光谷核心 二号线旁 纯毛坯南北通透大三房 两证满2年 急售,低层（共33层）,133.47
4807,18952,光谷-高新大道与教育中路交汇处(光谷九小旁),国创光谷上城,2017年建,235.0,3室2厅,南北向,低于市价20W光谷火车站.口国创光谷上城南北通透三阳台,低层（共33层）,124.0
4808,23229,关山-关山大道519号(关山大道和南湖大道交汇处),光谷坐标城,2005年建,245.0,3室2厅,南向,"坐标城带暖气精装三室,两证满五 随时看房",中层（共18层）,105.47
4809,9574,民族大道-洪山区高新技术开发区南湖路(民院路立交桥附近,南波湾高尚小区,2008年建,180.0,5室2厅,南向,软件园关山大道民族大道光谷自由城旁南波湾高尚小区精装复式楼,中层（共8层）,188.0
4810,6346,光谷东-东湖高新区光谷四路森林大道交汇处,九峰景源里,2014年建,66.0,3室2厅,南北向,新上光谷九峰森林幸福湾现房均价6200带电梯还建房,中层（共9层）,104.0
